Enrollment Number,Year,Stream,pass/fail,midsem1.TOC,midsem1.DBMS,midsem1.OS,midsem1.Software Engineering,midsem1.Neural Networks and Deep Learning,midsem1.ESP,midsem1.SDP,midsem2.TOC,midsem2.DBMS,midsem2.OS,midsem2.Software Engineering,midsem2.Neural Networks and Deep Learning,midsem2.ESP,midsem2.SDP,midsem1lab.DBMS,midsem1lab.OS,midsem1lab.Software Engineering,midsem2lab.DBMS,midsem2lab.OS,midsem2lab.Software Engineering,internal_marks.TOC,internal_marks.DBMS,internal_marks.OS,internal_marks.Software Engineering,internal_marks.Neural Networks and Deep Learning,internal_marks.ESP,internal_marks.SDP,lab_final.DBMS,lab_final.OS,lab_final.Software Engineering,final_theory.TOC,final_theory.DBMS,final_theory.OS,final_theory.Software Engineering,final_theory.Neural Networks and Deep Learning,final_theory.ESP,final_theory.SDP
81,3rd,CSEIOTCSBT,Pass,14.0,30.0,10.0,10.0,29.0,30.0,8.0,1.0,7.0,8.0,14.0,29.0,13.0,10.0,0.0,20.0,19.0,25.0,15.0,19.0,44.0,3.0,26.0,9.0,33.0,44.0,26.0,80.0,17.0,61.0,14.0,87.0,4.0,61.0,85.0,52.0,34.0
82,3rd,CSE(AIML),Fail,21.0,26.0,23.0,0.0,3.0,25.0,13.0,15.0,15.0,10.0,26.0,6.0,11.0,7.0,9.0,2.0,22.0,3.0,23.0,6.0,38.0,37.0,43.0,9.0,4.0,12.0,4.0,68.0,49.0,1.0,55.0,76.0,6.0,2.0,122.0,54.0,44.0
83,3rd,CSE(AIML),Pass,17.0,1.0,26.0,3.0,6.0,11.0,9.0,7.0,11.0,22.0,13.0,12.0,12.0,12.0,26.0,5.0,11.0,29.0,26.0,11.0,46.0,44.0,13.0,43.0,29.0,48.0,32.0,78.0,98.0,85.0,3.0,19.0,76.0,68.0,66.0,82.0,35.0
84,3rd,CSEIOT,Fail,1.0,10.0,3.0,19.0,0.0,10.0,4.0,29.0,14.0,7.0,7.0,1.0,15.0,10.0,6.0,19.0,8.0,15.0,0.0,18.0,33.0,43.0,1.0,47.0,11.0,46.0,7.0,75.0,109.0,17.0,94.0,8.0,15.0,60.0,40.0,47.0,12.0
85,3rd,CSE,Pass,8.0,16.0,12.0,26.0,30.0,0.0,7.0,16.0,28.0,19.0,27.0,29.0,2.0,8.0,7.0,30.0,6.0,4.0,21.0,22.0,42.0,28.0,43.0,23.0,49.0,21.0,40.0,97.0,51.0,16.0,2.0,89.0,62.0,1.0,90.0,56.0,60.0
86,3rd,CSEAI,Fail,28.0,7.0,0.0,4.0,25.0,18.0,2.0,0.0,20.0,30.0,9.0,2.0,1.0,24.0,21.0,13.0,20.0,3.0,27.0,14.0,41.0,7.0,14.0,50.0,14.0,3.0,15.0,24.0,36.0,16.0,18.0,54.0,60.0,25.0,48.0,70.0,69.0
87,3rd,CSE(AIML),Fail,0.0,12.0,23.0,0.0,7.0,9.0,8.0,0.0,5.0,5.0,16.0,8.0,8.0,8.0,24.0,4.0,0.0,19.0,30.0,29.0,42.0,14.0,3.0,0.0,48.0,24.0,35.0,46.0,75.0,0.0,42.0,9.0,9.0,52.0,28.0,89.0,4.0
88,3rd,CSE(AIML),Fail,16.0,30.0,24.0,18.0,13.0,2.0,7.0,23.0,4.0,9.0,9.0,28.0,18.0,13.0,16.0,11.0,29.0,16.0,6.0,4.0,40.0,50.0,22.0,34.0,48.0,0.0,14.0,3.0,68.0,2.0,95.0,20.0,6.0,84.0,50.0,4.0,21.0
89,3rd,CSE,Pass,15.0,24.0,16.0,4.0,21.0,46.0,15.0,8.0,8.0,16.0,17.0,27.0,8.0,9.0,6.0,14.0,1.0,3.0,5.0,15.0,19.0,35.0,3.0,14.0,0.0,35.0,2.0,69.0,81.0,89.0,82.0,37.0,76.0,20.0,74.0,29.0,54.0
90,3rd,CSE,Fail,,19.0,2.0,28.0,6.0,12.0,26.0,25.0,6.0,9.0,21.0,27.0,6.0,0.0,0.0,4.0,17.0,15.0,28.0,28.0,43.0,42.0,11.0,25.0,45.0,12.0,2.0,13.0,77.0,11.0,28.0,55.0,9.0,16.0,31.0,9.0,25.0
91,3rd,CSE(AIML),Fail,15.0,4.0,3.0,15.0,0.0,16.0,8.0,15.0,22.0,7.0,12.0,,22.0,12.0,7.0,21.0,11.0,26.0,28.0,3.0,6.0,13.0,9.0,13.0,1.0,33.0,44.0,45.0,20.0,68.0,56.0,83.0,91.0,4.0,2.0,80.0,55.0
92,3rd,CSEIOT,Pass,7.0,30.0,10.0,18.0,19.0,30.0,13.0,6.0,5.0,22.0,19.0,1.0,22.0,12.0,19.0,3.0,16.0,29.0,25.0,29.0,32.0,45.0,2.0,24.0,33.0,19.0,30.0,70.0,46.0,49.0,46.0,48.0,12.0,80.0,90.0,67.0,121.0
93,3rd,CSEIOT,Fail,27.0,3.0,12.0,12.0,20.0,6.0,28.0,11.0,16.0,4.0,14.0,18.0,13.0,15.0,3.0,5.0,12.0,,8.0,17.0,46.0,30.0,25.0,17.0,0.0,32.0,8.0,37.0,32.0,32.0,72.0,37.0,60.0,2.0,48.0,86.0,37.0
94,3rd,CSEAI,Pass,3.0,0.0,29.0,14.0,2.0,14.0,27.0,11.0,1.0,24.0,2.0,27.0,4.0,30.0,20.0,2.0,12.0,15.0,0.0,17.0,26.0,20.0,19.0,17.0,17.0,49.0,48.0,,67.0,27.0,100.0,94.0,24.0,22.0,1.0,47.0,91.0
95,3rd,CSEIOT,Pass,24.0,6.0,8.0,26.0,29.0,1.0,24.0,22.0,,0.0,3.0,26.0,8.0,18.0,18.0,4.0,5.0,7.0,28.0,4.0,7.0,25.0,9.0,46.0,32.0,31.0,28.0,12.0,36.0,51.0,99.0,23.0,62.0,8.0,38.0,84.0,95.0
96,3rd,CSE,Pass,16.0,3.0,22.0,13.0,27.0,22.0,26.0,6.0,24.0,25.0,12.0,8.0,23.0,11.0,18.0,7.0,30.0,3.0,25.0,26.0,39.0,34.0,12.0,35.0,62.0,50.0,21.0,76.0,63.0,28.0,17.0,86.0,76.0,76.0,64.0,36.0,11.0
97,3rd,CSBS,Pass,8.0,15.0,15.0,2.0,18.0,22.0,5.0,4.0,12.0,2.0,21.0,7.0,16.0,30.0,2.0,7.0,12.0,9.0,20.0,30.0,20.0,40.0,43.0,48.0,46.0,41.0,17.0,24.0,31.0,50.0,23.0,74.0,78.0,64.0,11.0,10.0,85.0
98,3rd,CSEAI,Pass,9.0,3.0,30.0,18.0,27.0,6.0,7.0,29.0,12.0,8.0,0.0,29.0,29.0,15.0,2.0,20.0,28.0,15.0,14.0,7.0,49.0,48.0,50.0,49.0,0.0,48.0,40.0,92.0,71.0,70.0,45.0,7.0,47.0,77.0,12.0,92.0,86.0
99,3rd,CSBS,Pass,7.0,24.0,16.0,21.0,1.0,9.0,16.0,4.0,0.0,22.0,22.0,0.0,23.0,13.0,22.0,24.0,5.0,22.0,27.0,15.0,48.0,9.0,46.0,17.0,9.0,43.0,28.0,8.0,53.0,98.0,31.0,65.0,68.0,31.0,35.0,62.0,61.0
100,3rd,CSEIOTCSBT,Pass,18.0,2.0,5.0,4.0,12.0,24.0,29.0,0.0,18.0,20.0,10.0,9.0,25.0,28.0,1.0,12.0,15.0,28.0,8.0,11.0,24.0,48.0,27.0,8.0,27.0,25.0,2.0,36.0,31.0,81.0,88.0,23.0,98.0,84.0,4.0,93.0,76.0
101,3rd,CSE(AIML),Fail,26.0,2.0,14.0,5.0,6.0,16.0,9.0,9.0,20.0,30.0,16.0,23.0,4.0,16.0,27.0,2.0,15.0,19.0,13.0,22.0,13.0,13.0,48.0,10.0,22.0,15.0,11.0,67.0,35.0,78.0,10.0,68.0,40.0,32.0,27.0,39.0,24.0
102,3rd,CSEAI,Fail,27.0,28.0,6.0,5.0,10.0,9.0,6.0,14.0,26.0,22.0,14.0,2.0,12.0,8.0,0.0,20.0,14.0,0.0,28.0,27.0,6.0,19.0,9.0,23.0,33.0,23.0,3.0,47.0,13.0,22.0,29.0,38.0,94.0,46.0,12.0,25.0,67.0
103,3rd,CSEIOT,Fail,3.0,28.0,11.0,5.0,25.0,14.0,17.0,3.0,2.0,16.0,11.0,4.0,20.0,21.0,12.0,14.0,20.0,5.0,3.0,,27.0,7.0,26.0,9.0,27.0,16.0,23.0,31.0,39.0,52.0,18.0,14.0,18.0,40.0,49.0,10.0,92.0
104,3rd,CSEIOT,Pass,0.0,28.0,5.0,8.0,24.0,15.0,25.0,16.0,5.0,10.0,7.0,25.0,17.0,23.0,10.0,28.0,19.0,7.0,23.0,13.0,24.0,23.0,49.0,46.0,50.0,45.0,35.0,69.0,14.0,15.0,51.0,49.0,4.0,89.0,86.0,82.0,36.0
105,3rd,CSEAI,Pass,25.0,1.0,16.0,22.0,16.0,2.0,2.0,26.0,23.0,24.0,12.0,0.0,8.0,26.0,16.0,28.0,20.0,14.0,21.0,25.0,29.0,32.0,21.0,29.0,33.0,36.0,44.0,6.0,42.0,94.0,41.0,70.0,95.0,48.0,59.0,53.0,53.0
106,3rd,CSEIOT,Pass,10.0,9.0,7.0,10.0,7.0,12.0,13.0,15.0,28.0,23.0,12.0,16.0,12.0,13.0,29.0,30.0,4.0,10.0,15.0,21.0,45.0,32.0,47.0,16.0,8.0,25.0,21.0,96.0,95.0,58.0,96.0,77.0,93.0,57.0,69.0,66.0,97.0
107,3rd,CSEIOT,Pass,22.0,25.0,21.0,12.0,4.0,12.0,23.0,14.0,30.0,19.0,27.0,12.0,1.0,12.0,1.0,28.0,7.0,29.0,8.0,30.0,11.0,26.0,22.0,1.0,40.0,48.0,32.0,94.0,19.0,95.0,43.0,35.0,32.0,81.0,96.0,56.0,74.0
108,3rd,CSEAI,Fail,6.0,6.0,17.0,0.0,1.0,27.0,9.0,0.0,19.0,17.0,10.0,20.0,3.0,12.0,14.0,19.0,20.0,0.0,24.0,27.0,36.0,43.0,13.0,22.0,5.0,32.0,30.0,34.0,29.0,41.0,59.0,83.0,4.0,30.0,47.0,4.0,15.0
109,3rd,CSEIOTCSBT,Pass,22.0,13.0,4.0,8.0,3.0,5.0,23.0,19.0,0.0,16.0,21.0,26.0,8.0,28.0,29.0,24.0,24.0,17.0,12.0,15.0,50.0,0.0,43.0,9.0,29.0,10.0,39.0,13.0,61.0,50.0,80.0,49.0,98.0,80.0,12.0,73.0,0.0
110,3rd,CSBS,Fail,24.0,18.0,25.0,28.0,5.0,16.0,6.0,2.0,1.0,14.0,25.0,3.0,6.0,29.0,13.0,0.0,2.0,27.0,6.0,6.0,39.0,13.0,19.0,40.0,,37.0,6.0,21.0,46.0,64.0,71.0,45.0,15.0,54.0,56.0,64.0,34.0
111,3rd,CSEAI,Pass,22.0,9.0,27.0,29.0,23.0,11.0,18.0,29.0,21.0,17.0,2.0,13.0,25.0,30.0,22.0,26.0,24.0,28.0,14.0,30.0,4.0,15.0,11.0,13.0,6.0,9.0,26.0,33.0,35.0,80.0,34.0,41.0,91.0,76.0,99.0,67.0,98.0
112,3rd,CSE(AIML),Fail,25.0,9.0,3.0,9.0,12.0,22.0,3.0,24.0,12.0,23.0,29.0,29.0,0.0,17.0,24.0,12.0,25.0,26.0,11.0,29.0,39.0,38.0,34.0,41.0,4.0,22.0,1.0,51.0,12.0,22.0,38.0,57.0,7.0,57.0,26.0,54.0,45.0
113,3rd,CSEAI,Pass,5.0,12.0,10.0,28.0,21.0,28.0,17.0,24.0,30.0,30.0,4.0,22.0,28.0,21.0,26.0,9.0,28.0,9.0,24.0,28.0,17.0,34.0,26.0,47.0,29.0,22.0,26.0,95.0,49.0,49.0,64.0,25.0,30.0,73.0,61.0,97.0,67.0
114,3rd,CSE(AIML),Pass,26.0,20.0,0.0,26.0,17.0,3.0,8.0,25.0,17.0,27.0,14.0,10.0,30.0,8.0,20.0,10.0,17.0,15.0,30.0,27.0,22.0,45.0,20.0,7.0,4.0,15.0,9.0,21.0,44.0,77.0,76.0,43.0,34.0,66.0,74.0,90.0,41.0
115,3rd,CSBS,Pass,14.0,10.0,15.0,16.0,20.0,14.0,13.0,8.0,22.0,14.0,30.0,8.0,23.0,3.0,2.0,17.0,4.0,26.0,24.0,29.0,48.0,73.0,21.0,34.0,20.0,20.0,48.0,18.0,9.0,87.0,60.0,10.0,52.0,80.0,71.0,7.0,42.0
116,3rd,CSEAI,Pass,29.0,22.0,0.0,19.0,14.0,12.0,4.0,3.0,26.0,21.0,8.0,3.0,7.0,24.0,11.0,25.0,19.0,7.0,15.0,27.0,24.0,49.0,34.0,35.0,42.0,2.0,37.0,98.0,75.0,51.0,90.0,30.0,51.0,64.0,62.0,100.0,1.0
117,3rd,CSBS,Fail,4.0,29.0,2.0,21.0,4.0,19.0,19.0,20.0,5.0,27.0,19.0,24.0,17.0,18.0,17.0,16.0,8.0,8.0,18.0,19.0,4.0,29.0,50.0,46.0,10.0,3.0,40.0,54.0,57.0,4.0,14.0,82.0,20.0,35.0,35.0,25.0,13.0
118,3rd,CSE,Pass,9.0,17.0,23.0,2.0,24.0,10.0,5.0,14.0,25.0,21.0,20.0,18.0,14.0,1.0,,29.0,13.0,15.0,25.0,18.0,9.0,6.0,11.0,20.0,0.0,4.0,39.0,50.0,89.0,29.0,80.0,0.0,97.0,67.0,64.0,3.0,46.0
119,3rd,CSE(AIML),Pass,6.0,4.0,1.0,14.0,13.0,21.0,8.0,21.0,26.0,9.0,22.0,22.0,12.0,12.0,20.0,30.0,12.0,,23.0,46.0,33.0,,25.0,27.0,46.0,13.0,23.0,63.0,22.0,29.0,64.0,55.0,70.0,38.0,62.0,78.0,23.0
120,3rd,CSBS,Pass,22.0,5.0,0.0,26.0,21.0,23.0,12.0,12.0,13.0,13.0,3.0,7.0,25.0,4.0,20.0,16.0,7.0,5.0,2.0,6.0,31.0,32.0,33.0,42.0,12.0,6.0,24.0,53.0,85.0,41.0,63.0,81.0,15.0,7.0,78.0,23.0,120.0
121,3rd,CSEIOTCSBT,Pass,25.0,30.0,17.0,28.0,1.0,1.0,28.0,26.0,14.0,20.0,7.0,30.0,10.0,29.0,25.0,12.0,9.0,7.0,16.0,7.0,23.0,3.0,41.0,9.0,33.0,28.0,54.0,70.0,7.0,98.0,71.0,6.0,70.0,28.0,20.0,72.0,80.0
122,3rd,CSEIOT,Pass,15.0,7.0,0.0,24.0,1.0,6.0,20.0,17.0,18.0,1.0,23.0,15.0,2.0,24.0,10.0,8.0,13.0,15.0,19.0,13.0,1.0,49.0,5.0,45.0,40.0,40.0,5.0,11.0,39.0,54.0,4.0,62.0,79.0,40.0,75.0,91.0,32.0
123,3rd,CSEIOT,Pass,1.0,16.0,13.0,15.0,4.0,11.0,28.0,19.0,26.0,28.0,12.0,2.0,27.0,1.0,26.0,19.0,11.0,23.0,29.0,16.0,49.0,34.0,5.0,39.0,39.0,18.0,2.0,27.0,67.0,36.0,29.0,73.0,57.0,70.0,39.0,7.0,72.0
124,3rd,CSBS,Fail,6.0,5.0,11.0,24.0,15.0,10.0,1.0,9.0,28.0,4.0,17.0,17.0,20.0,28.0,23.0,21.0,23.0,13.0,8.0,1.0,4.0,40.0,13.0,3.0,31.0,5.0,38.0,29.0,85.0,21.0,33.0,56.0,88.0,6.0,96.0,12.0,17.0
125,3rd,CSEIOTCSBT,Pass,7.0,22.0,27.0,22.0,7.0,25.0,8.0,1.0,27.0,0.0,14.0,9.0,22.0,10.0,12.0,7.0,28.0,6.0,1.0,27.0,37.0,11.0,27.0,2.0,47.0,9.0,44.0,72.0,36.0,33.0,72.0,3.0,74.0,93.0,35.0,30.0,12.0
126,3rd,CSEIOT,Pass,13.0,26.0,9.0,4.0,23.0,6.0,25.0,15.0,18.0,5.0,25.0,0.0,23.0,29.0,18.0,1.0,26.0,0.0,8.0,1.0,44.0,2.0,30.0,33.0,5.0,35.0,49.0,20.0,80.0,64.0,13.0,40.0,14.0,48.0,25.0,83.0,92.0
127,3rd,CSEAI,Pass,24.0,24.0,11.0,4.0,4.0,13.0,28.0,27.0,17.0,14.0,8.0,29.0,4.0,13.0,11.0,26.0,21.0,2.0,18.0,11.0,15.0,39.0,47.0,33.0,8.0,35.0,48.0,58.0,9.0,43.0,25.0,1.0,65.0,89.0,98.0,1.0,55.0
128,3rd,CSEIOT,Fail,11.0,1.0,21.0,1.0,6.0,30.0,5.0,28.0,14.0,12.0,5.0,12.0,17.0,15.0,6.0,15.0,30.0,14.0,6.0,23.0,13.0,22.0,29.0,14.0,20.0,32.0,10.0,68.0,35.0,73.0,54.0,13.0,58.0,2.0,98.0,22.0,47.0
129,3rd,CSEIOT,Pass,7.0,7.0,10.0,26.0,17.0,17.0,2.0,26.0,24.0,2.0,2.0,20.0,8.0,5.0,7.0,24.0,19.0,0.0,25.0,13.0,9.0,14.0,1.0,28.0,36.0,29.0,45.0,96.0,,91.0,11.0,100.0,6.0,5.0,49.0,87.0,84.0
130,3rd,CSEAI,Pass,29.0,11.0,18.0,1.0,28.0,3.0,23.0,11.0,53.0,21.0,28.0,23.0,24.0,18.0,19.0,1.0,23.0,25.0,28.0,24.0,0.0,30.0,23.0,15.0,13.0,40.0,16.0,7.0,71.0,72.0,64.0,86.0,9.0,41.0,16.0,10.0,16.0
131,3rd,CSBS,Fail,2.0,23.0,9.0,28.0,20.0,28.0,2.0,30.0,26.0,3.0,4.0,6.0,19.0,4.0,27.0,16.0,16.0,22.0,1.0,3.0,6.0,42.0,16.0,,35.0,13.0,25.0,98.0,5.0,16.0,18.0,81.0,35.0,78.0,16.0,14.0,53.0
132,3rd,CSEIOTCSBT,Pass,6.0,17.0,16.0,2.0,5.0,25.0,8.0,28.0,20.0,18.0,6.0,8.0,6.0,10.0,5.0,18.0,4.0,17.0,6.0,10.0,11.0,24.0,26.0,19.0,42.0,32.0,32.0,35.0,84.0,1.0,89.0,38.0,23.0,71.0,100.0,55.0,73.0
133,3rd,CSE,Fail,30.0,7.0,18.0,7.0,1.0,1.0,10.0,4.0,8.0,6.0,3.0,15.0,4.0,22.0,17.0,9.0,17.0,2.0,27.0,7.0,48.0,32.0,14.0,22.0,20.0,15.0,7.0,100.0,39.0,41.0,5.0,80.0,11.0,30.0,5.0,39.0,84.0
134,3rd,CSEIOTCSBT,Pass,16.0,14.0,17.0,22.0,10.0,1.0,12.0,28.0,6.0,26.0,17.0,26.0,8.0,0.0,26.0,6.0,6.0,8.0,17.0,0.0,14.0,22.0,49.0,27.0,16.0,35.0,7.0,48.0,21.0,62.0,94.0,53.0,77.0,60.0,21.0,19.0,85.0
135,3rd,CSBS,Pass,29.0,13.0,21.0,25.0,27.0,28.0,25.0,27.0,31.0,29.0,8.0,19.0,19.0,25.0,3.0,25.0,21.0,15.0,15.0,17.0,2.0,40.0,45.0,10.0,2.0,11.0,1.0,86.0,53.0,89.0,60.0,71.0,63.0,100.0,87.0,70.0,6.0
136,3rd,CSEAI,Pass,22.0,6.0,22.0,2.0,22.0,28.0,20.0,2.0,24.0,3.0,5.0,15.0,17.0,26.0,5.0,22.0,12.0,16.0,14.0,16.0,20.0,33.0,7.0,15.0,2.0,49.0,1.0,18.0,35.0,56.0,0.0,71.0,63.0,59.0,95.0,18.0,96.0
137,3rd,CSBS,Fail,3.0,29.0,19.0,,11.0,27.0,2.0,3.0,11.0,13.0,3.0,22.0,5.0,17.0,9.0,23.0,28.0,3.0,7.0,29.0,39.0,13.0,10.0,8.0,12.0,26.0,19.0,19.0,73.0,47.0,94.0,82.0,8.0,10.0,38.0,84.0,23.0
138,3rd,CSBS,Pass,20.0,30.0,23.0,6.0,11.0,7.0,20.0,6.0,27.0,6.0,29.0,0.0,,27.0,,11.0,22.0,14.0,25.0,15.0,24.0,36.0,31.0,26.0,46.0,28.0,35.0,26.0,55.0,57.0,23.0,96.0,53.0,0.0,100.0,75.0,34.0
139,3rd,CSEIOTCSBT,Pass,23.0,24.0,8.0,26.0,23.0,8.0,11.0,14.0,26.0,4.0,13.0,12.0,2.0,1.0,22.0,1.0,28.0,18.0,5.0,1.0,20.0,3.0,49.0,16.0,30.0,17.0,20.0,93.0,42.0,64.0,33.0,74.0,26.0,6.0,89.0,80.0,72.0
140,3rd,CSE(AIML),Fail,5.0,22.0,14.0,23.0,11.0,30.0,0.0,8.0,7.0,5.0,1.0,12.0,9.0,9.0,28.0,24.0,11.0,23.0,19.0,22.0,35.0,25.0,10.0,49.0,26.0,17.0,41.0,37.0,0.0,22.0,27.0,98.0,37.0,45.0,35.0,27.0,48.0
141,3rd,CSE(AIML),Pass,17.0,11.0,20.0,30.0,10.0,0.0,12.0,13.0,8.0,23.0,12.0,12.0,5.0,0.0,2.0,6.0,3.0,2.0,20.0,5.0,49.0,14.0,44.0,17.0,4.0,50.0,,92.0,87.0,52.0,46.0,15.0,99.0,53.0,12.0,3.0,78.0
142,3rd,CSE(AIML),Pass,15.0,11.0,27.0,26.0,29.0,15.0,6.0,0.0,6.0,9.0,11.0,21.0,2.0,17.0,24.0,14.0,12.0,30.0,14.0,10.0,37.0,47.0,3.0,4.0,32.0,30.0,27.0,1.0,10.0,85.0,64.0,61.0,51.0,17.0,63.0,38.0,86.0
143,3rd,CSEIOT,Pass,0.0,15.0,21.0,18.0,29.0,11.0,3.0,14.0,19.0,17.0,4.0,28.0,6.0,22.0,17.0,15.0,14.0,12.0,13.0,23.0,42.0,43.0,35.0,31.0,36.0,30.0,11.0,34.0,82.0,38.0,71.0,65.0,33.0,63.0,82.0,14.0,48.0
144,3rd,CSE(AIML),Pass,15.0,13.0,29.0,18.0,16.0,19.0,12.0,1.0,20.0,8.0,15.0,10.0,18.0,2.0,24.0,8.0,22.0,0.0,23.0,10.0,44.0,49.0,3.0,28.0,44.0,43.0,31.0,53.0,91.0,97.0,64.0,28.0,55.0,81.0,6.0,7.0,47.0
145,3rd,CSE,Pass,8.0,27.0,25.0,25.0,22.0,15.0,15.0,14.0,23.0,19.0,13.0,19.0,21.0,24.0,3.0,3.0,1.0,2.0,0.0,24.0,27.0,27.0,38.0,6.0,49.0,40.0,37.0,54.0,69.0,97.0,32.0,49.0,21.0,20.0,83.0,16.0,89.0
146,3rd,CSEIOTCSBT,Pass,14.0,22.0,9.0,18.0,11.0,13.0,1.0,27.0,24.0,4.0,7.0,26.0,28.0,11.0,27.0,6.0,24.0,14.0,2.0,11.0,6.0,16.0,9.0,48.0,14.0,32.0,17.0,63.0,99.0,73.0,55.0,52.0,28.0,34.0,43.0,100.0,98.0
147,3rd,CSEIOT,Pass,4.0,22.0,15.0,9.0,13.0,30.0,30.0,3.0,24.0,24.0,9.0,29.0,6.0,7.0,,30.0,29.0,11.0,29.0,2.0,9.0,15.0,16.0,8.0,17.0,47.0,34.0,23.0,53.0,51.0,63.0,5.0,75.0,32.0,26.0,32.0,73.0
148,3rd,CSE,Pass,5.0,30.0,4.0,18.0,10.0,11.0,16.0,11.0,21.0,5.0,26.0,20.0,12.0,11.0,22.0,18.0,23.0,22.0,15.0,28.0,47.0,42.0,12.0,40.0,7.0,9.0,42.0,51.0,80.0,61.0,34.0,23.0,49.0,54.0,30.0,72.0,92.0
149,3rd,CSEIOT,Pass,28.0,7.0,13.0,1.0,12.0,6.0,4.0,30.0,4.0,5.0,20.0,17.0,27.0,11.0,6.0,14.0,25.0,27.0,9.0,13.0,48.0,44.0,10.0,50.0,13.0,40.0,50.0,9.0,14.0,50.0,34.0,45.0,32.0,74.0,13.0,86.0,8.0
150,3rd,CSEIOT,Fail,24.0,18.0,8.0,29.0,21.0,20.0,51.0,21.0,4.0,28.0,21.0,7.0,23.0,13.0,8.0,24.0,3.0,25.0,26.0,13.0,49.0,13.0,34.0,14.0,24.0,21.0,25.0,51.0,85.0,11.0,55.0,7.0,,25.0,5.0,8.0,55.0
151,3rd,CSE,Pass,1.0,13.0,24.0,19.0,7.0,30.0,9.0,8.0,9.0,7.0,15.0,16.0,23.0,24.0,26.0,30.0,17.0,22.0,2.0,18.0,25.0,14.0,49.0,17.0,29.0,6.0,7.0,79.0,4.0,42.0,62.0,47.0,64.0,84.0,45.0,27.0,27.0
152,3rd,CSEIOTCSBT,Pass,2.0,10.0,15.0,24.0,22.0,18.0,19.0,18.0,19.0,12.0,4.0,25.0,7.0,10.0,9.0,27.0,1.0,15.0,1.0,23.0,27.0,40.0,13.0,16.0,57.0,16.0,13.0,2.0,74.0,38.0,99.0,63.0,22.0,70.0,83.0,7.0,18.0
153,3rd,CSEIOT,Fail,0.0,9.0,7.0,4.0,24.0,1.0,18.0,5.0,9.0,4.0,7.0,3.0,22.0,6.0,18.0,21.0,5.0,6.0,4.0,13.0,28.0,25.0,37.0,10.0,42.0,14.0,35.0,82.0,,58.0,44.0,49.0,60.0,100.0,59.0,10.0,39.0
154,3rd,CSBS,Pass,1.0,20.0,29.0,0.0,19.0,26.0,26.0,10.0,29.0,21.0,20.0,8.0,1.0,20.0,9.0,17.0,5.0,7.0,6.0,20.0,43.0,45.0,27.0,29.0,30.0,37.0,40.0,22.0,97.0,80.0,48.0,52.0,39.0,39.0,37.0,66.0,58.0
155,3rd,CSEIOT,Pass,11.0,12.0,28.0,26.0,30.0,20.0,2.0,17.0,21.0,20.0,13.0,13.0,5.0,10.0,22.0,30.0,7.0,6.0,5.0,12.0,9.0,2.0,40.0,40.0,48.0,10.0,10.0,95.0,43.0,97.0,30.0,71.0,49.0,38.0,6.0,37.0,32.0
156,3rd,CSEIOTCSBT,Fail,30.0,16.0,15.0,7.0,7.0,17.0,12.0,12.0,2.0,23.0,4.0,13.0,19.0,6.0,1.0,2.0,21.0,21.0,8.0,24.0,40.0,25.0,16.0,35.0,23.0,27.0,28.0,50.0,9.0,51.0,53.0,63.0,33.0,32.0,26.0,40.0,74.0
157,3rd,CSE,Pass,7.0,25.0,15.0,21.0,31.0,5.0,2.0,16.0,13.0,29.0,20.0,6.0,22.0,5.0,4.0,9.0,21.0,8.0,14.0,21.0,27.0,17.0,8.0,20.0,18.0,17.0,44.0,92.0,95.0,90.0,42.0,82.0,41.0,80.0,95.0,35.0,14.0
158,3rd,CSE,Fail,10.0,4.0,10.0,4.0,20.0,,10.0,8.0,3.0,18.0,7.0,5.0,8.0,13.0,29.0,10.0,23.0,13.0,4.0,47.0,45.0,7.0,14.0,1.0,47.0,5.0,32.0,46.0,43.0,11.0,73.0,29.0,12.0,43.0,62.0,78.0,32.0
159,3rd,CSE,Pass,7.0,4.0,0.0,2.0,17.0,18.0,27.0,15.0,26.0,13.0,26.0,3.0,4.0,13.0,4.0,21.0,17.0,11.0,8.0,0.0,48.0,2.0,29.0,31.0,30.0,47.0,34.0,10.0,100.0,16.0,50.0,52.0,10.0,13.0,28.0,98.0,80.0
160,3rd,CSEIOTCSBT,Pass,28.0,13.0,13.0,28.0,15.0,11.0,11.0,14.0,23.0,21.0,8.0,23.0,7.0,14.0,13.0,,17.0,22.0,18.0,0.0,27.0,25.0,31.0,23.0,30.0,42.0,50.0,67.0,84.0,19.0,42.0,96.0,51.0,14.0,5.0,81.0,84.0
161,3rd,CSE,Fail,18.0,26.0,12.0,3.0,0.0,30.0,18.0,5.0,21.0,29.0,13.0,14.0,1.0,30.0,5.0,12.0,8.0,8.0,28.0,27.0,29.0,46.0,41.0,39.0,11.0,6.0,9.0,2.0,74.0,30.0,20.0,36.0,64.0,2.0,12.0,82.0,34.0
162,3rd,CSEAI,Pass,4.0,25.0,16.0,6.0,13.0,7.0,3.0,19.0,19.0,4.0,2.0,3.0,4.0,26.0,26.0,9.0,3.0,7.0,10.0,13.0,32.0,25.0,44.0,5.0,49.0,0.0,4.0,58.0,30.0,74.0,75.0,48.0,10.0,34.0,99.0,63.0,53.0
